index,uuid,num_achievements,num_exercises,num_points,Click,Group,Button,Banner
11723,1117680093,0,0,0,0,A,No,No
11730,1117672493,0,0,0,1,A,No,No
11741,1117674525,0,0,0,0,A,No,No
11748,1117684573,0,0,0,0,A,No,No
11769,982449985,0,0,0,0,A,No,No
11791,1117684989,0,0,0,0,A,No,No
11792,1117665797,0,0,0,0,A,No,No
11814,982453481,0,0,0,0,A,No,No
11815,982449665,0,0,0,0,A,No,No
11824,982457505,0,0,0,0,A,No,No
11834,982487129,0,0,0,0,A,No,No
11847,982479665,0,0,0,0,A,No,No
11850,982499817,0,0,0,0,A,No,No
11852,982480433,0,0,0,0,A,No,No
11863,982497025,0,0,0,0,A,No,No
11864,982467889,0,0,0,0,A,No,No
11868,982477881,0,0,0,0,A,No,No
11874,982488169,0,0,0,0,A,No,No
11877,982459505,0,0,0,0,A,No,No
11880,982469473,0,0,0,0,A,No,No
11882,982489161,0,0,0,0,A,No,No
11887,982489289,0,0,0,0,A,No,No
11891,982480145,0,0,0,0,A,No,No
11894,982461289,0,0,0,0,A,No,No
11901,982473353,0,0,0,0,A,No,No
11905,982502753,0,0,0,0,A,No,No
11941,982512209,0,0,0,0,A,No,No
11944,982541449,0,0,0,0,A,No,No
11949,982532537,0,0,0,0,A,No,No
11952,982497353,0,0,0,0,A,No,No
11966,982469681,0,0,0,0,A,No,No
11969,982490145,0,0,0,0,A,No,No
11980,982482769,0,0,0,0,A,No,No
11981,982483097,0,0,0,0,A,No,No
11990,982495081,0,0,0,0,A,No,No
11995,982517105,0,0,0,0,A,No,No
11996,982526569,0,0,0,0,A,No,No
12002,982518185,0,0,0,0,A,No,No
12005,982547017,0,0,0,0,A,No,No
12027,982532841,0,0,0,0,A,No,No
12028,982532905,0,0,0,0,A,No,No
12029,982532969,0,0,0,0,A,No,No
12063,982576545,0,0,0,0,A,No,No
12072,982586097,0,0,0,0,A,No,No
12078,982580857,0,0,0,0,A,No,No
12086,1098269764,0,0,0,0,A,No,No
12089,1098281012,0,0,0,0,A,No,No
12105,1098301140,0,0,0,0,A,No,No
12111,1098294660,0,0,0,0,A,No,No
12114,1098294948,0,0,0,0,A,No,No
12129,1098309636,0,0,0,0,A,No,No
12131,1098309740,0,0,0,0,A,No,No
12135,1098316716,0,0,0,0,A,No,No
12136,1098310324,0,0,0,0,A,No,No
12147,1098299300,0,0,0,0,A,No,No
12150,1098313572,0,0,0,0,A,No,No
12155,1098342764,0,0,0,0,A,No,No
12168,1098344828,0,0,0,0,A,No,No
12176,1098325148,0,0,0,0,A,No,No
12179,1098354220,0,0,0,0,A,No,No
12202,982548353,0,0,0,0,A,No,No
12210,982549753,0,0,0,0,A,No,No
12226,982533649,0,0,0,0,A,No,No
12231,982544033,0,0,0,0,A,No,No
12233,982544217,0,0,0,0,A,No,No
12236,982525737,0,0,0,0,A,No,No
12244,982556713,0,0,0,0,A,No,No
12246,982573401,0,0,0,0,A,No,No
12252,982590681,0,0,0,0,A,No,No
12256,982558617,0,0,0,0,A,No,No
12258,982591849,0,0,0,0,A,No,No
12273,982570217,0,0,0,0,A,No,No
12274,982570225,0,0,0,0,A,No,No
12280,1117648205,0,0,0,0,A,No,No
12305,982467777,0,0,0,0,A,No,No
12311,982477769,0,0,0,0,A,No,No
12312,982468065,0,0,0,0,A,No,No
12315,982497441,0,0,0,0,A,No,No
12317,982480009,0,0,0,0,A,No,No
12318,982497737,0,0,0,0,A,No,No
12322,982498561,0,0,0,0,A,No,No
12328,982480153,0,0,0,0,A,No,No
12338,982483441,0,0,0,0,A,No,No
12341,982504745,0,0,0,0,A,No,No
12343,982506673,0,0,0,0,A,No,No
12347,982497489,0,0,0,0,A,No,No
12348,982458841,0,0,0,0,A,No,No
12352,982462425,0,0,0,0,A,No,No
12357,982502001,0,0,0,0,A,No,No
12370,982507585,0,0,0,0,A,No,No
12382,982547345,0,0,0,1,A,No,No
12396,982522209,0,0,0,0,A,No,No
12399,982550233,0,0,0,0,A,No,No
12426,982515937,0,0,0,0,A,No,No
12430,982505497,0,0,0,0,A,No,No
12433,982518001,0,0,0,0,A,No,No
12445,982530369,0,0,0,0,A,No,No
12449,982530681,0,0,0,0,A,No,No
12451,982549625,0,0,0,0,A,No,No
12455,982522145,0,0,0,0,A,No,No
12464,982532217,0,0,0,1,A,No,No
12473,982524897,0,0,0,0,A,No,No
12477,982544409,0,0,0,0,A,No,No
12482,982572041,0,0,0,0,A,No,No
12484,982532913,0,0,0,0,A,No,No
12485,982523937,0,0,0,0,A,No,No
12491,982553073,0,0,0,0,A,No,No
12511,982592529,0,0,0,0,A,No,No
12515,982594241,0,0,0,0,A,No,No
12522,1098277156,0,0,0,0,A,No,No
12525,1098274988,0,0,0,0,A,No,No
12527,1098271124,0,0,0,0,A,No,No
12535,982581745,0,0,0,0,A,No,No
12547,982575873,0,0,0,0,A,No,No
12555,982576753,0,0,0,0,A,No,No
12566,982587713,0,0,0,0,A,No,No
12579,1098285804,0,0,0,0,A,No,No
12599,1098309036,0,0,0,0,A,No,No
12603,1098316004,0,0,0,0,A,No,No
12604,1098316228,0,0,0,0,A,No,No
12612,1098311156,0,0,0,0,A,No,No
12624,1098305828,0,0,0,1,A,No,No
12625,1098305948,0,0,0,0,A,No,No
12627,1098312916,0,0,0,0,A,No,No
12630,1098320972,0,0,0,0,A,No,No
12631,1098313796,0,0,0,0,A,No,No
12634,1098328644,0,0,0,0,A,No,No
12658,1098326716,0,0,0,0,A,No,No
12662,1098326940,0,0,0,0,A,No,No
12663,1098334156,0,0,0,0,A,No,No
12666,1098341748,0,0,0,1,A,No,No
12671,1098357444,0,0,0,0,A,No,No
12675,1098349428,0,0,0,0,A,No,No
12676,1098365572,0,0,0,0,A,No,No
12679,1098366060,0,0,0,0,A,No,No
12686,1098381060,0,0,0,1,A,No,No
12697,1098348196,0,0,0,0,A,No,No
12702,1098357516,0,0,0,0,A,No,No
12705,1098357748,0,0,0,0,A,No,No
12718,1098367268,0,0,0,0,A,No,No
12720,1098381820,0,0,0,0,A,No,No
12721,1098382076,0,0,0,0,A,No,No
12723,1098389796,0,0,0,0,A,No,No
12730,1098369108,0,0,0,0,A,No,No
12736,1098363084,0,0,0,0,A,No,No
12738,1098384132,0,0,0,0,A,No,No
12758,1098378988,0,0,0,0,A,No,No
12804,1098271772,0,0,0,0,A,No,No
12816,1098315084,0,0,0,0,A,No,No
12818,1098288340,0,0,0,0,A,No,No
12838,1098319212,0,0,0,0,A,No,No
12841,1098320044,0,0,0,0,A,No,No
12849,1098329196,0,0,0,0,A,No,No
12851,1098349756,0,0,0,0,A,No,No
12860,982526497,0,0,0,0,A,No,No
12865,982518401,0,0,0,0,A,No,No
12879,982539593,0,0,0,0,A,No,No
12896,982524817,0,0,0,0,A,No,No
12897,982515009,0,0,0,0,A,No,No
12904,982515697,0,0,0,0,A,No,No
12910,982553937,0,0,0,0,A,No,No
12916,982581361,0,0,0,0,A,No,No
12926,982557401,0,0,0,0,A,No,No
12938,982576305,0,0,0,0,A,No,No
12955,982543401,0,0,0,0,A,No,No
12960,982515793,0,0,0,0,A,No,No
12984,982592049,0,0,0,0,A,No,No
12987,982559401,0,0,0,1,A,No,No
12995,982560281,0,0,0,0,A,No,No
13008,982587953,0,0,0,0,A,No,No
13025,1098286124,0,0,0,0,A,No,No
13028,1098283044,0,0,0,0,A,No,No
13030,1098272260,0,0,0,0,A,No,No
13031,1098294260,0,0,0,0,A,No,No
13048,982592145,0,0,0,0,A,No,No
13069,982579361,0,0,0,0,A,No,No
13094,1098282820,0,0,0,0,A,No,No
13095,1098271636,0,0,0,0,A,No,No
13111,1098309620,0,0,0,0,A,No,No
13116,1098303612,0,0,0,0,A,No,No
13121,1098297732,0,0,0,0,A,No,No
13125,1098278668,0,0,0,1,A,No,No
13130,1098287508,0,0,0,0,A,No,No
13134,1098295012,0,0,0,0,A,No,No
13140,1098309164,0,0,0,0,A,No,No
13147,1098297900,0,0,0,1,A,No,No
13149,1098298500,0,0,0,0,A,No,No
13156,1098328316,0,0,0,0,A,No,No
13160,1098343124,0,0,0,0,A,No,No
13181,1098303748,0,0,0,0,A,No,No
13182,1098290068,0,0,0,0,A,No,No
13184,1098296684,0,0,0,0,A,No,No
13193,1098312804,0,0,0,0,A,No,No
13196,1098314148,0,0,0,0,A,No,No
13204,1098329316,0,0,0,0,A,No,No
13217,1098324708,0,0,0,0,A,No,No
13218,1098345340,0,0,0,0,A,No,No
13221,1098331948,0,0,0,0,A,No,No
13229,1098389940,0,0,0,0,A,No,No
13246,1098363660,0,0,0,0,A,No,No
13249,1098392500,0,0,0,0,A,No,No
13252,1098392732,0,0,0,0,A,No,No
13253,1098378308,0,0,0,0,A,No,No
13270,1098395388,0,0,0,0,A,No,No
13273,1098414028,0,0,0,1,A,No,No
13297,1117689717,0,0,0,0,A,No,No
13299,1117695069,0,0,0,0,A,No,No
13305,1117718285,0,0,0,0,A,No,No
13310,1117698197,0,0,0,0,A,No,No
13312,1117698845,0,0,0,0,A,No,No
13316,1117696677,0,0,0,0,A,No,No
13318,1117711941,0,0,0,0,A,No,No
13342,1117710717,0,0,0,0,A,No,No
13348,1117741581,0,0,0,0,A,No,No
13350,1117753613,0,0,0,0,A,No,No
13352,1117737493,0,0,0,0,A,No,No
13359,1098338020,0,0,0,0,A,No,No
13366,1098339380,0,0,0,0,A,No,No
13370,1098333300,0,0,0,1,A,No,No
13380,1098342228,0,0,0,0,A,No,No
13383,1098356508,0,0,0,0,A,No,No
13385,1098365004,0,0,0,0,A,No,No
13387,1098365652,0,0,0,0,A,No,No
13390,1098358644,0,0,0,0,A,No,No
13407,1098375404,0,0,0,0,A,No,No
13414,1098369284,0,0,0,0,A,No,No
13421,1098370148,0,0,0,0,A,No,No
13425,1098363612,0,0,0,0,A,No,No
13456,982588249,0,0,0,0,A,No,No
13461,1098279972,0,0,0,0,A,No,No
13469,1098281436,0,0,0,0,A,No,No
13475,1098282540,0,0,0,0,A,No,No
13485,1098288676,0,0,0,0,A,No,No
13507,1098313380,0,0,0,0,A,No,No
13510,1098328100,0,0,0,0,A,No,No
13512,1098336092,0,0,0,0,A,No,No
13520,1098351132,0,0,0,0,A,No,No
13523,1098330860,0,0,0,0,A,No,No
13528,1098315044,0,0,0,0,A,No,No
13529,1098308708,0,0,0,0,A,No,No
13530,1098288708,0,0,0,0,A,No,No
13536,1098303268,0,0,0,0,A,No,No
13547,1098317588,0,0,0,0,A,No,No
13588,1098347084,0,0,0,0,A,No,No
13595,1098340972,0,0,0,0,A,No,No
13597,1098348044,0,0,0,0,A,No,No
13601,1098348644,0,0,0,0,A,No,No
13603,1098357332,0,0,0,0,A,No,No
13606,1098348924,0,0,0,0,A,No,No
13608,1098357572,0,0,0,0,A,No,No
13611,1098305892,0,0,0,0,A,No,No
13626,1098329780,0,0,0,0,A,No,No
13628,1098322996,0,0,0,0,A,No,No
13630,1098337356,0,0,0,0,A,No,No
13631,1098337484,0,0,0,0,A,No,No
13635,1098331308,0,0,0,0,A,No,No
13642,1098332244,0,0,0,0,A,No,No
13643,1098353540,0,0,0,0,A,No,No
13650,1098354660,0,0,0,0,A,No,No
13655,1098335132,0,0,0,0,A,No,No
13660,1098356204,0,0,0,0,A,No,No
13664,1098349092,0,0,0,0,A,No,No
13679,1098364916,0,0,0,0,A,No,No
13680,1098364972,0,0,0,0,A,No,No
13688,1098380692,0,0,0,0,A,No,No
13691,1098367252,0,0,0,0,A,No,No
13696,1098368028,0,0,0,0,A,No,No
13712,1098369772,0,0,0,0,A,No,No
13726,1098370900,0,0,0,0,A,No,No
13738,1098407668,0,0,0,0,A,No,No
13748,1098396540,0,0,0,0,A,No,No
13755,1098404516,0,0,0,0,A,No,No
13776,1098346500,0,0,0,0,A,No,No
13788,1098364620,0,0,0,0,A,No,No
13790,1098357660,0,0,0,0,A,No,No
13792,1098372180,0,0,0,0,A,No,No
13799,1098381492,0,0,0,0,A,No,No
13805,1098382716,0,0,0,0,A,No,No
13809,1098390764,0,0,0,0,A,No,No
13830,1098370884,0,0,0,0,A,No,No
13837,1098378892,0,0,0,0,A,No,No
13849,1098401460,0,0,0,0,A,No,No
13854,1098408204,0,0,0,0,A,No,No
13859,1098416132,0,0,0,0,A,No,No
13862,1098410860,0,0,0,0,A,No,No
13870,1117713549,0,0,0,0,A,No,No
13882,1117711341,0,0,0,0,A,No,No
13887,1117722965,0,0,0,0,A,No,No
13891,1117717605,0,0,0,0,A,No,No
13892,1117729133,0,0,0,0,A,No,No
13897,1117737869,0,0,0,0,A,No,No
13908,1117734805,0,0,0,0,A,No,No
13910,1117734893,0,0,0,0,A,No,No
13914,1117752429,0,0,0,0,A,No,No
13920,1117741413,0,0,0,0,A,No,No
13929,1117782245,0,0,0,0,A,No,No
13930,1117749269,0,0,0,0,A,No,No
13931,1117743381,0,0,0,0,A,No,No
13945,1117759605,0,0,0,0,A,No,No
13951,1117783141,0,0,0,0,A,No,No
13957,1117779397,0,0,0,0,A,No,No
13962,1117768845,0,0,0,0,A,No,No
13972,1117769989,0,0,0,0,A,No,No
13974,1117775709,0,0,0,0,A,No,No
13979,982597593,0,0,0,0,A,No,No
13984,982612105,0,0,0,0,A,No,No
13998,982619889,0,0,0,0,A,No,No
14008,982608537,0,0,0,0,A,No,No
14013,982602545,0,0,0,0,A,No,No
14016,982609697,0,0,0,0,A,No,No
14021,1098409868,0,0,0,0,A,No,No
14030,1098405228,0,0,0,0,A,No,No
14037,1117698557,0,0,0,0,A,No,No
14060,1117701965,0,0,0,0,A,No,No
14064,1117725869,0,0,0,0,A,No,No
14087,1098331100,0,0,0,0,A,No,No
14092,1098339260,0,0,0,0,A,No,No
14095,1098339460,0,0,0,0,A,No,No
14096,1098333676,0,0,0,0,A,No,No
14100,1098326988,0,0,0,0,A,No,No
14119,1098373900,0,0,0,0,A,No,No
14126,1098390756,0,0,0,0,A,No,No
14144,1098363980,0,0,0,0,A,No,No
14159,1098393652,0,0,0,0,A,No,No
14161,1098400676,0,0,0,0,A,No,No
14177,1098402556,0,0,0,0,A,No,No
14189,1098379516,0,0,0,0,A,No,No
14194,1098372964,0,0,0,0,A,No,No
14207,1098369212,0,0,0,0,A,No,No
14210,1098376644,0,0,0,0,A,No,No
14215,1098391676,0,0,0,0,A,No,No
14220,1098363684,0,0,0,0,A,No,No
14221,1098363756,0,0,0,0,A,No,No
14226,1098378252,0,0,0,0,A,No,No
14251,1098411252,0,0,0,0,A,No,No
14257,1098424796,0,0,0,0,A,No,No
14266,1117701709,0,0,0,0,A,No,No
14271,1117719821,0,0,0,1,A,No,No
14275,1117702453,0,0,0,0,A,No,No
14276,1117702661,0,0,0,0,A,No,No
14283,1098360780,0,0,0,0,A,No,No
14299,1098363148,0,0,0,0,A,No,No
14301,1098370268,0,0,0,0,A,No,No
14303,1098391956,0,0,0,0,A,No,No
14306,1098392036,0,0,0,0,A,No,No
14314,1098377980,0,0,0,0,A,No,No
14316,1098385396,0,0,0,0,A,No,No
14325,1098394804,0,0,0,0,A,No,No
14337,1098414292,0,0,0,0,A,No,No
14339,1098397204,0,0,0,0,A,No,No
14345,1098422060,0,0,0,0,A,No,No
14346,1098416620,0,0,0,0,A,No,No
14350,1098411684,0,0,0,0,A,No,No
14366,1117699565,0,0,0,0,A,No,No
14389,1117709029,0,0,0,0,A,No,No
14399,1117730053,0,0,0,0,A,No,No
14402,1117736373,0,0,0,1,A,No,No
14403,1117730925,0,0,0,0,A,No,No
14410,1117731805,0,0,0,0,A,No,No
14416,1117732829,0,0,0,0,A,No,No
14420,1117750581,0,0,0,0,A,No,No
14424,1117756717,0,0,0,0,A,No,No
14437,1117758397,0,0,0,0,A,No,No
14459,1117721197,0,0,0,0,A,No,No
14484,1117737637,0,0,0,0,A,No,No
14490,1117755877,0,0,0,0,A,No,No
14504,1117785669,0,0,0,0,A,No,No
14523,982625857,0,0,0,0,A,No,No
14525,982620025,0,0,0,0,A,No,No
14529,982601585,0,0,0,0,A,No,No
14533,982602049,0,0,0,0,A,No,No
14540,982602697,0,0,0,0,A,No,No
14548,982610361,0,0,0,0,A,No,No
14549,982603865,0,0,0,0,A,No,No
14551,982640729,0,0,0,0,A,No,No
14556,982669153,0,0,0,0,A,No,No
14581,982662913,0,0,0,0,A,No,No
14590,982672993,0,0,0,0,A,No,No
14594,982646641,0,0,0,0,A,No,No
14601,982707329,0,0,0,0,A,No,No
14606,982686105,0,0,0,0,A,No,No
14621,1117733797,0,0,0,0,A,No,No
14640,1117760869,0,0,0,0,A,No,No
14642,1117766989,0,0,0,0,A,No,No
14647,1117767669,0,0,0,0,A,No,No
14653,1117780245,0,0,0,0,A,No,No
14657,1117769685,0,0,0,0,A,No,No
14659,1117775557,0,0,0,0,A,No,No
14662,1117770301,0,0,0,1,A,No,No
14681,1098410876,0,0,0,0,A,No,No
14683,1098405172,0,0,0,0,A,No,No
14684,1098399332,0,0,0,0,A,No,No
14687,1098399484,0,0,0,0,A,No,No
14735,1117747581,0,0,0,0,A,No,No
14739,1117748565,0,0,0,0,A,No,No
14746,1117715533,0,0,0,0,A,No,No
14753,1117722469,0,0,0,0,A,No,No
14759,1117729957,0,0,0,0,A,No,No
14760,1117747741,0,0,0,0,A,No,No
14789,1117734789,0,0,0,0,A,No,No
14796,1117758437,0,0,0,0,A,No,No
14804,1117777629,0,0,0,0,A,No,No
14825,1117721501,0,0,0,0,A,No,No
14828,1117721829,0,0,0,1,A,No,No
14831,1117705181,0,0,0,0,A,No,No
14833,1117728573,0,0,0,0,A,No,No
14847,1117737389,0,0,0,0,A,No,No
14851,1117737973,0,0,0,0,A,No,No
14858,1117739373,0,0,0,0,A,No,No
14865,1117746173,0,0,0,0,A,No,No
14866,1117740381,0,0,0,0,A,No,No
14868,1117757669,0,0,0,0,A,No,No
14871,1117759013,0,0,0,0,A,No,No
14878,1117777141,0,0,0,0,A,No,No
14890,1117783893,0,0,0,0,A,No,No
14891,1117773893,0,0,0,0,A,No,No
14907,1117760205,0,0,0,0,A,No,No
14909,1117772293,0,0,0,0,A,No,No
14915,1117768261,0,0,0,0,A,No,No
14923,1117775765,0,0,0,0,A,No,No
14927,1117781989,0,0,0,0,A,No,No
14940,982618281,0,0,0,0,A,No,No
14944,982599721,0,0,0,0,A,No,No
14953,982627217,0,0,0,0,A,No,No
14959,982627625,0,0,0,0,A,No,No
14967,982621521,0,0,0,0,A,No,No
14968,982615833,0,0,0,0,A,No,No
14993,1117757125,0,0,0,0,A,No,No
14995,1117740333,0,0,0,0,A,No,No
15001,1117746677,0,0,0,0,A,No,No
15003,1117758005,0,0,0,0,A,No,No
15005,1117752685,0,0,0,0,A,No,No
15008,1117759637,0,0,0,0,A,No,No
15039,982611601,0,0,0,0,A,No,No
15040,982611625,0,0,0,0,A,No,No
15048,982599041,0,0,0,0,A,No,No
15050,982625689,0,0,0,0,A,No,No
15053,982600401,0,0,0,0,A,No,No
15054,982614033,0,0,0,0,A,No,No
15055,982620161,0,0,0,0,A,No,No
15075,982622681,0,0,0,0,A,No,No
15082,982623689,0,0,0,0,A,No,No
15097,982642873,0,0,0,1,A,No,No
15106,982661497,0,0,0,0,A,No,No
15110,982653417,0,0,0,0,A,No,No
15121,982646969,0,0,0,0,A,No,No
15134,982684801,0,0,0,1,A,No,No
15161,982703825,0,0,0,0,A,No,No
15167,982697281,0,0,0,0,A,No,No
15173,982691321,0,0,0,0,A,No,No
15189,982696169,0,0,0,0,A,No,No
15190,982680929,0,0,0,0,A,No,No
15201,982683473,0,0,0,0,A,No,No
15203,982713953,0,0,0,0,A,No,No
15211,1117792677,0,0,0,0,A,No,No
15230,1117794709,0,0,0,0,A,No,No
15231,1117790037,0,0,0,0,A,No,No
15238,1117795909,0,0,0,0,A,No,No
15240,1117808685,0,0,0,0,A,No,No
15244,1117809781,0,0,0,0,A,No,No
15253,1117810669,0,0,0,0,A,No,No
15269,1117856901,0,0,0,0,A,No,No
15282,982601681,0,0,0,0,A,No,No
15286,982602185,0,0,0,0,A,No,No
15289,982628753,0,0,0,0,A,No,No
15295,982609913,0,0,0,0,A,No,No
15298,982616977,0,0,0,0,A,No,No
15299,982617153,0,0,0,0,A,No,No
15308,982641441,0,0,0,0,A,No,No
15309,982651513,0,0,0,0,A,No,No
15317,982634033,0,0,0,0,A,No,No
15325,982635225,0,0,0,0,A,No,No
15327,982662969,0,0,0,0,A,No,No
15328,982654097,0,0,0,0,A,No,No
15331,982636233,0,0,0,0,A,No,No
15339,982638225,0,0,0,0,A,No,No
15346,982657625,0,0,0,0,A,No,No
15348,982648833,0,0,0,0,A,No,No
15352,982649385,0,0,0,0,A,No,No
15356,982707193,0,0,0,0,A,No,No
15374,1117737813,0,0,0,0,A,No,No
15380,1117757117,0,0,0,0,A,No,No
15394,1117782525,0,0,0,0,A,No,No
15396,1117782557,0,0,0,0,A,No,No
15403,1117761421,0,0,0,0,A,No,No
15410,1117774013,0,0,0,0,A,No,No
15421,1117775877,0,0,0,0,A,No,No
15423,1117781789,0,0,0,0,A,No,No
15428,982618137,0,0,0,0,A,No,No
15429,982625865,0,0,0,1,A,No,No
15436,982614761,0,0,0,0,A,No,No
15438,982608137,0,0,0,0,A,No,No
15445,982628409,0,0,0,0,A,No,No
15449,982602425,0,0,0,0,A,No,No
15453,982615969,0,0,0,0,A,No,No
15454,982616001,0,0,0,0,A,No,No
15460,1117781349,0,0,0,0,A,No,No
15463,1117786725,0,0,0,0,A,No,No
15465,1117781893,0,0,0,0,A,No,No
15468,1117787677,0,0,0,0,A,No,No
15473,982604705,0,0,0,1,A,No,No
15476,982598137,0,0,0,0,A,No,No
15480,982614073,0,0,0,0,A,No,No
15493,982628353,0,0,0,0,A,No,No
15494,982621561,0,0,0,0,A,No,No
15497,982602769,0,0,0,0,A,No,No
15500,982609377,0,0,0,0,A,No,No
15504,982629481,0,0,0,0,A,No,No
15510,982631457,0,0,0,0,A,No,No
15511,982640665,0,0,0,0,A,No,No
15520,982643561,0,0,0,0,A,No,No
15521,982661873,0,0,0,0,A,No,No
15525,982663241,0,0,0,0,A,No,No
15526,982672041,0,0,0,0,A,No,No
15537,982598865,0,0,0,0,A,No,No
15560,982602113,0,0,0,0,A,No,No
15565,982616137,0,0,0,0,A,No,No
15574,982631129,0,0,0,0,A,No,No
15579,982641161,0,0,0,0,A,No,No
15586,982633817,0,0,0,0,A,No,No
15591,982643257,0,0,0,0,A,No,No
15598,982654041,0,0,0,0,A,No,No
15600,982654417,0,0,0,0,A,No,No
15613,982633585,0,0,0,0,A,No,No
15617,982661393,0,0,0,0,A,No,No
15619,982643513,0,0,0,0,A,No,No
15623,982670769,0,0,0,0,A,No,No
15655,982648977,0,0,0,0,A,No,No
15658,982676049,0,0,0,0,A,No,No
15661,982700529,0,0,0,0,A,No,No
15669,982686433,0,0,0,0,A,No,No
15673,982694585,0,0,0,0,A,No,No
15677,982710225,0,0,0,0,A,No,No
15680,982643153,0,0,0,0,A,No,No
15681,982661569,0,0,0,0,A,No,No
15682,982652457,0,0,0,0,A,No,No
15691,982644945,0,0,0,0,A,No,No
15701,982673753,0,0,0,0,A,No,No
15703,982638761,0,0,0,0,A,No,No
15722,982686841,0,0,0,0,A,No,No
15723,982709065,0,0,0,0,A,No,No
15731,982696041,0,0,0,0,A,No,No
15734,982703673,0,0,0,0,A,No,No
15752,982713961,0,0,0,1,A,No,No
15770,1117803293,0,0,0,1,A,No,No
15775,1117803957,0,0,0,0,A,No,No
15792,1117816501,0,0,0,0,A,No,No
15795,1117817253,0,0,0,0,A,No,No
15812,1117840997,0,0,0,0,A,No,No
15824,1117848557,0,0,0,0,A,No,No
15835,1117839453,0,0,0,0,A,No,No
15842,962314640,0,0,0,0,A,No,No
15852,962305440,0,0,0,0,A,No,No
15853,962328176,0,0,0,0,A,No,No
15862,1117858797,0,0,0,0,A,No,No
15865,1117854661,0,0,0,0,A,No,No
15872,1117845549,0,0,0,0,A,No,No
15874,1117840725,0,0,0,0,A,No,No
15899,962307248,0,0,0,0,A,No,No
15903,962308264,0,0,0,0,A,No,No
15916,962337496,0,0,0,0,A,No,No
15918,962343224,0,0,0,0,A,No,No
15928,982710337,0,0,0,0,A,No,No
15939,982697497,0,0,0,0,A,No,No
15946,982683865,0,0,0,0,A,No,No
15951,982699193,0,0,0,0,A,No,No
15957,982714169,0,0,0,0,A,No,No
15958,982699561,0,0,0,0,A,No,No
15969,1117788661,0,0,0,0,A,No,No
15972,1117802453,0,0,0,0,A,No,No
15975,1117789101,0,0,0,0,A,No,No
15978,1117803197,0,0,0,0,A,No,No
15980,1117794805,0,0,0,0,A,No,No
15981,1117794877,0,0,0,0,A,No,No
15986,1117804293,0,0,0,0,A,No,No
15989,1117791029,0,0,0,0,A,No,No
15993,1117808981,0,0,0,0,A,No,No
16017,982603057,0,0,0,0,A,No,No
16018,982629297,0,0,0,0,A,No,No
16019,982609889,0,0,0,0,A,No,No
16030,982658665,0,0,0,0,A,No,No
16044,982633737,0,0,0,0,A,No,No
16046,982642889,0,0,0,0,A,No,No
16052,982643281,0,0,0,0,A,No,No
16055,982643889,0,0,0,0,A,No,No
16060,982644625,0,0,0,0,A,No,No
16062,982654633,0,0,0,0,A,No,No
16098,982645553,0,0,0,0,A,No,No
16123,982693385,0,0,0,0,A,No,No
16133,982709169,0,0,0,0,A,No,No
16134,982687489,0,0,0,0,A,No,No
16142,982711553,0,0,0,0,A,No,No
16144,982704809,0,0,0,0,A,No,No
16147,982712345,0,0,0,0,A,No,No
16154,982692113,0,0,0,0,A,No,No
16155,982692185,0,0,0,0,A,No,No
16169,982645849,0,0,0,0,A,No,No
16188,982647025,0,0,0,0,A,No,No
16189,982665297,0,0,0,0,A,No,No
16196,982658193,0,0,0,0,A,No,No
16197,982666929,0,0,0,0,A,No,No
16204,982700465,0,0,0,0,A,No,No
16215,982679449,0,0,0,0,A,No,No
16230,982698289,0,0,0,0,A,No,No
16254,1117807581,0,0,0,0,A,No,No
16258,1117795221,0,0,0,0,A,No,No
16260,1117799885,0,0,0,0,A,No,No
16262,1117790741,0,0,0,0,A,No,No
16266,982681665,0,0,0,0,A,No,No
16273,982713345,0,0,0,0,A,No,No
16279,982692057,0,0,0,0,A,No,No
16281,1117796821,0,0,0,0,A,No,No
16283,1117801733,0,0,0,0,A,No,No
16285,1117802269,0,0,0,0,A,No,No
16305,1117825405,0,0,0,0,A,No,No
16310,1117826621,0,0,0,0,A,No,No
16334,1117840917,0,0,0,0,A,No,No
16341,1117798261,0,0,0,0,A,No,No
16342,1117793621,0,0,0,0,A,No,No
16350,1117795021,0,0,0,0,A,No,No
16351,1117803845,0,0,0,0,A,No,No
16366,1117820453,0,0,0,0,A,No,No
16391,1117847909,0,0,0,0,A,No,No
16392,1117847981,0,0,0,0,A,No,No
16405,962314184,0,0,0,0,A,No,No
16414,962304208,0,0,0,0,A,No,No
16425,962319216,0,0,0,0,A,No,No
16442,962352512,0,0,0,0,A,No,No
16454,962349488,0,0,0,0,A,No,No
16465,962339992,0,0,0,0,A,No,No
16479,962345384,0,0,0,0,A,No,No
16482,962346336,0,0,0,0,A,No,No
16484,962341136,0,0,0,0,A,No,No
16489,962357560,0,0,0,0,A,No,No
16494,962358264,0,0,0,0,A,No,No
16545,962389008,0,0,0,0,A,No,No
16548,962389424,0,0,0,0,A,No,No
16559,962402320,0,0,0,1,A,No,No
16566,1117834037,0,0,0,0,A,No,No
16568,1117829989,0,0,0,0,A,No,No
16598,962298872,0,0,0,0,A,No,No
16600,962304472,0,0,0,0,A,No,No
16604,962300664,0,0,0,0,A,No,No
16609,962306360,0,0,0,0,A,No,No
16616,962307960,0,0,0,0,A,No,No
16628,982677761,0,0,0,0,A,No,No
16629,982707505,0,0,0,0,A,No,No
16631,982677977,0,0,0,0,A,No,No
